P_date,R_no,N_product_purchased,N_units,Cost,Total_product_purchase,Type_purchase,Type_logistic,PRODUCTO,P_code_CLASS,P_code_NUM,PURCHASING_REGION,PURCHASING_HOSPITAL,PURCHASING_DEPARTMENT,N_Order_PEDIDO,YEAR,MONTH,DAYOFMONTH,DAYOFYEAR,time_idx
2021-04-21,166680.2,80,10,131.89,1055.12,Major purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,10,1,393100,2021,0.8660254037844387,-0.8978045395707417,0.9427611433904207,1524
2021-04-21,33436,60,10,27.280155,163.68093,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,0,2,392908,2021,0.8660254037844387,-0.8978045395707417,0.9427611433904207,1524
2021-04-22,400505,2,1,9.9,19.8,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,11,112,397438,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,MAP190,150,10,57.199643,857.994645,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,397714,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,M8275098/5,5,5,510.4,510.4,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,F,43585,0,18,105,398250,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,4628,2100,100,9.900001,207.900021,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,18,1,397733,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,M8275051/5,15,5,412.5,1237.5,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,18,105,398250,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,413568,175,5,26.399925,923.997375,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,18,1,397606,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,M8275051/5,5,5,412.5,412.5,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,11,112,397430,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,161445.2,80,80,429.44,429.44,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,18,1,397712,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,400505,5,1,9.9,49.5,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,172,398246,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,34100,90,10,13.959,125.631,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,4,1,396406,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,20701,300,300,766.128,766.128,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,13,1,397087,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,178,397954,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-22,178565.7,60,10,47.19,283.14,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,18,1,397712,2021,0.8660254037844387,-0.9680771188662041,0.9368813462954315,1525
2021-04-23,33436,40,10,27.280155,109.12062,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,18,1,400831,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,400505,10,1,9.9,99.0,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,11,134,402031,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,176,402023,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,135,402022,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,141,402009,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,420680,130,10,18.59,241.67,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,401845,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,20415,50,50,215.325,215.325,Minor purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,E,65007,0,10,1,400875,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,34100,180,10,13.959,251.262,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,10,1,400828,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-23,157027.7,180,10,15.345,276.21,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,4,1,401209,2021,0.8660254037844387,-0.9987165071710528,0.9307239310379795,1526
2021-04-26,400505,6,1,9.9,59.4,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,11,110,404436,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,161445.2,80,80,429.44,429.44,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,0,2,406267,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,33115,285,5,5.6529,322.2153,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,10,1,405653,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,166680.2,30,10,131.89,395.67,Major purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,0,2,406267,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,420621,100,10,42.349958,423.49958,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,0,2,407621,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,20701,300,300,766.128,766.128,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-6,E,64911,0,0,2,406617,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,400403,70,10,102.802,719.614,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,405530,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,4630,400,50,13.749996,109.999968,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,4,1,406365,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-26,178565.7,100,10,47.19,471.9,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,0,2,406267,2021,0.8660254037844387,-0.8486442574947509,0.9106046300942162,1527
2021-04-27,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,142,412376,2021,0.8660254037844387,-0.72479278722912,0.9033558023246845,1528
2021-04-27,178565.7,60,10,47.19,283.14,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,4,1,411676,2021,0.8660254037844387,-0.72479278722912,0.9033558023246845,1528
2021-04-27,400403,110,10,102.802,1130.822,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,412387,2021,0.8660254037844387,-0.72479278722912,0.9033558023246845,1528
2021-04-27,4628,1600,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,10,1,412546,2021,0.8660254037844387,-0.72479278722912,0.9033558023246845,1528
2021-04-27,1383,900,300,27.588,82.764,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,10,1,412432,2021,0.8660254037844387,-0.72479278722912,0.9033558023246845,1528
2021-04-28,4628,900,100,9.900001,89.100009,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,4,1,416627,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,420621,150,10,42.349958,635.24937,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,414262,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,409721,3,3,1211.408,1211.408,Minor purchase,TRANSIT,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,F,42922,0,18,108,414664,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,178565.7,120,10,47.19,566.28,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,10,1,416605,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,420680,190,10,18.59,353.21,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,416494,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,284300,50,50,330.004125,330.004125,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,E,64488,0,0,2,414290,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,413568,215,5,26.399925,1135.196775,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,10,1,414262,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,20415,50,50,215.325,215.325,Minor purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,E,65007,0,10,1,416513,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,400403,100,10,102.802,1028.02,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,0,2,414250,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,420680,1000,10,18.59,1859.0,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,13,1,416492,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,400505,5,1,9.9,49.5,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,172,416344,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,409729,15,5,324.148,972.444,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,18,108,414664,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-28,409726,10,5,342.166,684.332,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,F,43581,0,18,108,414664,2021,0.8660254037844387,-0.5712682150947924,0.895839290734909,1529
2021-04-29,1383,3300,300,27.588,303.468,Major purchase,STORABLE,APÓSITO ABSORBENTE C/ ADHESIVO-22,E,64764,0,18,1,420192,2021,0.8660254037844387,-0.3943558551133187,0.8880573226294932,1530
2021-04-29,166680.2,80,10,131.89,1055.12,Major purchase,STORABLE,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,E,69682,0,18,1,420411,2021,0.8660254037844387,-0.3943558551133187,0.8880573226294932,1530
2021-04-29,178565.7,50,10,47.19,235.95,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,18,1,420411,2021,0.8660254037844387,-0.3943558551133187,0.8880573226294932,1530
2021-04-29,403770,25,5,12.1,60.5,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,12,123,417698,2021,0.8660254037844387,-0.3943558551133187,0.8880573226294932,1530
2021-04-29,403770,20,5,12.1,48.4,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,4,70,420571,2021,0.8660254037844387,-0.3943558551133187,0.8880573226294932,1530
2021-04-30,281 421,1000,1000,10.461204,10.461204,Minor purchase,STORABLE,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,E,65159,0,13,1,424631,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,157027.7,270,10,15.345,414.315,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,18,1,424633,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,420621,150,10,42.349958,635.24937,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,424385,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,34100,190,10,13.959,265.221,Major purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO-8,E,64946,0,18,1,424372,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,33533,249,3,0.989571,82.134393,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,18,1,424372,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,400403,90,10,102.802,925.218,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,424290,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,33115,40,5,5.6529,45.2232,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,18,1,424372,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,157028.4,400,10,34.98,1399.2,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-39,E,65894,0,18,1,424633,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,161445.2,140,10,53.68,751.52,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,18,1,424633,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,161445.2,100,10,53.68,536.8,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO-3,E,65509,0,10,1,425581,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-04-30,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,18,62,426156,2021,0.8660254037844387,-0.20129852008866114,0.8800122039735357,1531
2021-05-03,403770,5,5,12.1,12.1,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,11,113,430564,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,400505,5,1,9.9,49.5,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,71,430641,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,33110,690,10,4.6178,318.6282,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-6,E,65486,0,10,1,430702,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,173,430647,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,400403,40,10,102.802,411.208,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,4,1,430542,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,400505,1,1,9.9,9.9,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,81,430658,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,7311,300,10,7.7055,231.165,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,13,1,430780,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-03,187662,65,5,11.99,155.87,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,10,1,430753,2021,0.49999999999999994,0.5712682150947923,0.854322169749827,1532
2021-05-04,M8275052/5,10,5,440.0,880.0,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,F,43581,0,12,123,431928,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,7311,250,10,7.7055,192.6375,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,10,1,434619,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,33436,100,10,27.280155,272.80155,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,0,2,431713,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,33533,1008,3,0.989571,332.495856,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-9,E,65056,0,0,2,431713,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,400505,7,1,9.9,69.3,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,15,15,435815,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,420680,150,10,18.59,278.85,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,435747,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,409721,9,3,1211.408,3634.224,Minor purchase,TRANSIT,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,F,42922,0,11,153,435395,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,M8275052/5,10,5,440.0,880.0,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,F,43581,0,1,111,433857,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,12,154,434918,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,400403,100,10,102.802,1028.02,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,10,1,434107,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,400505,10,1,9.9,99.0,Minor purchase,TRANSIT,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,B,40558,0,18,61,434823,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,20415,50,50,215.325,215.325,Minor purchase,STORABLE,APOSITO DE ESPUMA POLIURETANO / SACRO-11,E,65007,0,10,1,435761,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-04,66974941,300,100,20.37037,61.11111,Minor purchase,STORABLE,APOSITO ABSORBENTE S/ ADHESIVO-25,E,67835,0,10,1,434620,2021,0.49999999999999994,0.72479278722912,0.8452490573530633,1533
2021-05-05,7311,120,40,30.822,92.466,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,0,2,441111,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,420680,180,180,334.62,334.62,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,0,2,440145,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,4630,650,50,13.749996,178.749948,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-20,E,64750,0,18,1,441115,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,33435,100,10,20.899808,208.99808,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,E,85769,0,0,2,440119,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,413568,200,100,527.9985,1055.997,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,0,2,440145,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,178565.7,100,10,47.19,471.9,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,0,2,440834,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,178567.1,10,10,62.595,62.595,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,5,19,438298,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-05,178567.1,20,10,62.595,125.19,Major purchase,TRANSIT,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,E,99808,0,4,129,438274,2021,0.49999999999999994,0.8486442574947509,0.8359254794186372,1534
2021-05-06,178565.7,60,10,47.19,283.14,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,18,1,446359,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,178565.7,100,10,47.19,471.9,Major purchase,STORABLE,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,E,99807,0,10,1,446353,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,420621,170,10,42.349958,719.949286,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,E,64544,0,10,1,443362,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,4628,1600,100,9.900001,158.400016,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,18,1,446781,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,157027.7,120,10,15.345,184.14,Major purchase,STORABLE,APOSITO MALLADO C/ PARAFINA-38,E,64983,0,10,1,446353,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,MAP190,200,10,57.199643,1143.99286,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,446136,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,TR101,12,12,77.88,77.88,Minor purchase,TRANSIT,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,E,78950,0,18,109,445778,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-06,403770,50,5,12.1,121.0,Minor purchase,TRANSIT,APOSITO DE HIDROFIBRA  / CINTA-18,E,64543,0,18,178,445773,2021,0.49999999999999994,0.9377521321470804,0.8263541987239096,1535
2021-05-07,33115,35,5,5.6529,39.5703,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-3,E,65485,0,18,1,451359,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,MAP190,200,10,57.199643,1143.99286,Major purchase,STORABLE,APOSITO C/ CARBON Y PLATA-4,E,73753,0,18,1,451585,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,420680,150,10,18.59,278.85,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,E,66071,0,10,1,451395,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,409729,5,5,324.148,324.148,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,18,108,449453,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,M8275052/5,10,5,440.0,880.0,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,F,43581,0,1,111,447659,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,409721,3,3,1211.408,1211.408,Minor purchase,TRANSIT,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,F,42922,0,18,108,449453,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,187662,155,5,11.99,371.69,Major purchase,STORABLE,APOSITO DE HIDROCOLOIDE-7,E,70130,0,18,1,451401,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,400403,100,10,102.802,1028.02,Minor purchase,STORABLE,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,B,41691,0,18,1,451259,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,413568,280,5,26.399925,1478.3958,Major purchase,STORABLE,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,E,64663,0,18,1,451401,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,33436,100,10,27.280155,272.80155,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,E,85758,0,18,1,451359,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-07,ABT1055,5,5,2458.5,2458.5,Minor purchase,TRANSIT,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,F,42922,0,11,171,450871,2021,0.49999999999999994,0.9884683243281114,0.8165380514459161,1536
2021-05-10,284300,650,50,330.004125,4290.053625,Major purchase,STORABLE,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,E,64488,0,10,1,455598,2021,0.49999999999999994,0.8978045395707416,0.7856498550787147,1537
2021-05-10,ULTVFL05MD,5,5,577.5,577.5,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,F,43331,0,11,151,456875,2021,0.49999999999999994,0.8978045395707416,0.7856498550787147,1537
2021-05-10,M8275051/5,5,5,412.5,412.5,Minor purchase,TRANSIT,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,F,43580,0,11,112,456179,2021,0.49999999999999994,0.8978045395707416,0.7856498550787147,1537
2021-05-10,4628,2000,2000,198.000012,198.000012,Major purchase,STORABLE,APÓSITO TRANSPARENTE ADHESIVO-24,E,64751,0,0,2,455766,2021,0.49999999999999994,0.8978045395707416,0.7856498550787147,1537
2021-05-10,7311,120,40,30.822,92.466,Major purchase,STORABLE,HIDROGEL-37,E,64932,0,4,1,456847,2021,0.49999999999999994,0.8978045395707416,0.7856498550787147,1537
